Date,Port,ticker,shares
01/28/2026,short_positions,FISV,-609
01/28/2026,short_positions,BOKF,-26
01/28/2026,short_positions,TRGP,-406
01/28/2026,short_positions,NLY,-19592
01/28/2026,short_positions,AGYS,-230
01/28/2026,short_positions,COR,-553
01/28/2026,short_positions,MATW,-99
01/28/2026,short_positions,NXST,-1139
01/28/2026,short_positions,ERIE,-270
01/28/2026,short_positions,NEXA,-21987
01/28/2026,short_positions,CTMX,-11221
01/28/2026,short_positions,AOS,-544
01/28/2026,short_positions,SIG,-20
01/28/2026,short_positions,JJSF,-2622
01/28/2026,short_positions,MP,-180
01/28/2026,short_positions,PRMB,-8847
01/28/2026,short_positions,CPB,-1286
01/28/2026,short_positions,MXL,-1309
01/28/2026,short_positions,EBC,-849
01/28/2026,short_positions,BH/A,-164
01/28/2026,short_positions,PRAA,-16544
01/28/2026,short_positions,WPC,-8048
01/28/2026,short_positions,CFR,-1044
01/28/2026,short_positions,SCSC,-1221
01/28/2026,short_positions,THR,-1389
01/28/2026,short_positions,META,-11
01/28/2026,short_positions,RXO,-223
01/28/2026,short_positions,ACHC,-92
01/28/2026,short_positions,SABR,-6925
01/28/2026,short_positions,AVNS,-270
01/28/2026,short_positions,LZB,-92
01/28/2026,short_positions,TPL,-303
01/28/2026,short_positions,MCS,-8492
01/28/2026,short_positions,OVV,-7854
01/28/2026,short_positions,HFWA,-14512
01/28/2026,short_positions,PLPC,-147
01/28/2026,short_positions,BLFS,-235
01/28/2026,short_positions,NFLX,-3503
01/28/2026,short_positions,LMT,-158
01/28/2026,short_positions,WGS,-2284
01/28/2026,short_positions,SMTC,-1117
01/28/2026,short_positions,FMBH,-8768
01/28/2026,short_positions,KBR,-4962
01/28/2026,short_positions,GOGO,-30773
01/28/2026,short_positions,A,-1087
01/28/2026,short_positions,ACGL,-2500
01/28/2026,short_positions,UNIT,-3259
01/28/2026,short_positions,VLY,-5365
01/28/2026,short_positions,OMER,-2654
01/28/2026,short_positions,EVEX,-16470
01/28/2026,short_positions,NOV,-5368
01/28/2026,short_positions,MCO,-1101
01/28/2026,short_positions,CACC,-5
01/28/2026,short_positions,CLH,-1967
01/28/2026,short_positions,SB,-14634
01/28/2026,short_positions,UPS,-5004
01/28/2026,short_positions,WDFC,-94
01/28/2026,short_positions,ROST,-1011
01/28/2026,short_positions,PNR,-5819
01/28/2026,short_positions,LOB,-2925
01/28/2026,short_positions,WEC,-687
01/28/2026,short_positions,BGS,-2544
01/28/2026,short_positions,GTLB,-432
01/28/2026,short_positions,ILMN,-187
01/28/2026,short_positions,EGY,-4024
01/28/2026,short_positions,NNN,-3893
01/28/2026,short_positions,SLGN,-66
01/28/2026,short_positions,TXRH,-2521
01/28/2026,short_positions,PR,-37273
01/28/2026,short_positions,CYD,-1794
01/28/2026,short_positions,TEX,-197
01/28/2026,short_positions,RMD,-2154
01/28/2026,short_positions,CC,-3750
01/28/2026,short_positions,HIMS,-1454
01/28/2026,short_positions,VSAT,-1672
01/28/2026,short_positions,ACI,-1089
01/28/2026,short_positions,MNKD,-12943
01/28/2026,short_positions,CNM,-3664
01/28/2026,short_positions,BHVN,-52
01/28/2026,short_positions,AMBA,-3306
01/28/2026,short_positions,BPOP,-660
01/28/2026,short_positions,RLJ,-3731
01/28/2026,short_positions,CRWD,-796
01/28/2026,short_positions,SLNO,-850
01/28/2026,short_positions,CPF,-10357
01/28/2026,short_positions,ADNT,-3876
01/28/2026,short_positions,MEDP,-92
01/28/2026,short_positions,IESC,-186
01/28/2026,short_positions,MGRC,-1253
01/28/2026,short_positions,EQBK,-316
01/28/2026,short_positions,NN,-12261
01/28/2026,short_positions,REPL,-4356
01/28/2026,short_positions,ASIX,-9807
01/28/2026,short_positions,COIN,-1262
01/28/2026,short_positions,COLB,-511
01/28/2026,short_positions,LAND,-177
01/28/2026,short_positions,FELE,-605
01/28/2026,short_positions,BSY,-7347
01/28/2026,short_positions,AX,-2814
01/28/2026,short_positions,DCI,-1457
01/28/2026,short_positions,GOLF,-1311
01/28/2026,short_positions,ICLR,-1470
01/28/2026,short_positions,MPWR,-617
01/28/2026,short_positions,NVST,-13126
01/28/2026,short_positions,BANF,-27
01/28/2026,short_positions,CPAY,-1041
01/28/2026,short_positions,RGTI,-1628
01/28/2026,short_positions,YETI,-1251
01/28/2026,short_positions,NOC,-1038
01/28/2026,short_positions,HNI,-345
01/28/2026,short_positions,TDW,-1212
01/28/2026,short_positions,ORC,-2474
01/28/2026,short_positions,ED,-2701
01/28/2026,short_positions,CF,-1294
01/28/2026,short_positions,TPB,-2715
01/28/2026,short_positions,ABCB,-1974
01/28/2026,short_positions,ON,-3252
01/28/2026,short_positions,MDB,-891
01/28/2026,short_positions,HSTM,-263
01/28/2026,short_positions,MDLZ,-8205
01/28/2026,short_positions,USPH,-36
01/28/2026,short_positions,VNO,-5269
01/28/2026,short_positions,CME,-1464
01/28/2026,short_positions,CAR,-6
01/28/2026,short_positions,SNA,-248
01/28/2026,short_positions,GOOG,-523
01/28/2026,short_positions,CLB,-7993
01/28/2026,short_positions,PEP,-3104
01/28/2026,short_positions,JACK,-60
01/28/2026,short_positions,VISN,-6887
01/28/2026,short_positions,GSAT,-623
01/28/2026,short_positions,RPM,-1172
01/28/2026,short_positions,MSFT,-365
01/28/2026,short_positions,SYF,-6050
