Date,Port,ticker,shares
01/30/2026,short_positions,FISV,-3549
01/30/2026,short_positions,NLY,-23547
01/30/2026,short_positions,AGYS,-147
01/30/2026,short_positions,UNP,-898
01/30/2026,short_positions,BBWI,-16
01/30/2026,short_positions,MATW,-1287
01/30/2026,short_positions,NXST,-1019
01/30/2026,short_positions,TCBI,-2885
01/30/2026,short_positions,ERIE,-506
01/30/2026,short_positions,CTMX,-22179
01/30/2026,short_positions,MSTR,-1127
01/30/2026,short_positions,AOS,-3482
01/30/2026,short_positions,SIG,-98
01/30/2026,short_positions,MOD,-1227
01/30/2026,short_positions,ATEX,-158
01/30/2026,short_positions,JJSF,-3033
01/30/2026,short_positions,EBS,-6518
01/30/2026,short_positions,MP,-383
01/30/2026,short_positions,PRMB,-6313
01/30/2026,short_positions,CPB,-1868
01/30/2026,short_positions,BH/A,-117
01/30/2026,short_positions,PRAA,-12012
01/30/2026,short_positions,WPC,-2881
01/30/2026,short_positions,CFR,-271
01/30/2026,short_positions,SCSC,-374
01/30/2026,short_positions,THR,-13
01/30/2026,short_positions,VITL,-7
01/30/2026,short_positions,META,-302
01/30/2026,short_positions,RXO,-127
01/30/2026,short_positions,ACHC,-1046
01/30/2026,short_positions,SEI,-124
01/30/2026,short_positions,SABR,-25
01/30/2026,short_positions,AVNS,-1315
01/30/2026,short_positions,NOVT,-2
01/30/2026,short_positions,LZB,-14
01/30/2026,short_positions,TPL,-274
01/30/2026,short_positions,OVV,-12168
01/30/2026,short_positions,HFWA,-11998
01/30/2026,short_positions,PLPC,-1
01/30/2026,short_positions,BLFS,-13
01/30/2026,short_positions,NFLX,-1780
01/30/2026,short_positions,LMT,-316
01/30/2026,short_positions,WGS,-2201
01/30/2026,short_positions,SMTC,-600
01/30/2026,short_positions,RSI,-12998
01/30/2026,short_positions,GOGO,-19310
01/30/2026,short_positions,A,-650
01/30/2026,short_positions,ACGL,-217
01/30/2026,short_positions,VLY,-8579
01/30/2026,short_positions,OMER,-1831
01/30/2026,short_positions,FG,-2664
01/30/2026,short_positions,APEI,-2185
01/30/2026,short_positions,NOV,-15197
01/30/2026,short_positions,MCO,-683
01/30/2026,short_positions,LYV,-608
01/30/2026,short_positions,CLH,-2349
01/30/2026,short_positions,BKR,-1991
01/30/2026,short_positions,WDFC,-156
01/30/2026,short_positions,ROST,-590
01/30/2026,short_positions,PNR,-2192
01/30/2026,short_positions,LOB,-13
01/30/2026,short_positions,WEC,-500
01/30/2026,short_positions,BGS,-298
01/30/2026,short_positions,JXN,-1421
01/30/2026,short_positions,GTLB,-303
01/30/2026,short_positions,ILMN,-406
01/30/2026,short_positions,EGY,-477
01/30/2026,short_positions,SM,-1479
01/30/2026,short_positions,SLGN,-41
01/30/2026,short_positions,TXRH,-2552
01/30/2026,short_positions,WD,-93
01/30/2026,short_positions,RMD,-2743
01/30/2026,short_positions,CC,-4726
01/30/2026,short_positions,HIMS,-336
01/30/2026,short_positions,VSAT,-1862
01/30/2026,short_positions,ACI,-4113
01/30/2026,short_positions,MNKD,-7231
01/30/2026,short_positions,AMBA,-1975
01/30/2026,short_positions,RLJ,-4424
01/30/2026,short_positions,TNET,-138
01/30/2026,short_positions,CRWD,-536
01/30/2026,short_positions,SLNO,-204
01/30/2026,short_positions,CPF,-11306
01/30/2026,short_positions,ADNT,-4931
01/30/2026,short_positions,MEDP,-11
01/30/2026,short_positions,MGRC,-596
01/30/2026,short_positions,NN,-397
01/30/2026,short_positions,REPL,-2410
01/30/2026,short_positions,ASIX,-16002
01/30/2026,short_positions,COIN,-715
01/30/2026,short_positions,COLB,-4040
01/30/2026,short_positions,HTZ,-131
01/30/2026,short_positions,LAND,-25
01/30/2026,short_positions,FELE,-757
01/30/2026,short_positions,BSY,-8282
01/30/2026,short_positions,DCI,-3926
01/30/2026,short_positions,GOLF,-1646
01/30/2026,short_positions,ICLR,-883
01/30/2026,short_positions,MPWR,-533
01/30/2026,short_positions,NVST,-15146
01/30/2026,short_positions,BANF,-1279
01/30/2026,short_positions,CPAY,-446
01/30/2026,short_positions,RGTI,-7
01/30/2026,short_positions,FAST,-2701
01/30/2026,short_positions,YETI,-7614
01/30/2026,short_positions,NOC,-975
01/30/2026,short_positions,HNI,-33
01/30/2026,short_positions,TDW,-1861
01/30/2026,short_positions,YUM,-614
01/30/2026,short_positions,ORC,-136
01/30/2026,short_positions,LASR,-2370
01/30/2026,short_positions,ED,-3345
01/30/2026,short_positions,CF,-2200
01/30/2026,short_positions,FHI,-20
01/30/2026,short_positions,TPB,-2344
01/30/2026,short_positions,ABCB,-1603
01/30/2026,short_positions,GIS,-2455
01/30/2026,short_positions,ON,-1872
01/30/2026,short_positions,MDB,-651
01/30/2026,short_positions,HSTM,-962
01/30/2026,short_positions,AME,-1669
01/30/2026,short_positions,MDLZ,-5896
01/30/2026,short_positions,USPH,-128
01/30/2026,short_positions,VNO,-9408
01/30/2026,short_positions,CME,-1828
01/30/2026,short_positions,CAR,-18
01/30/2026,short_positions,AXP,-14
01/30/2026,short_positions,SNA,-333
01/30/2026,short_positions,GOOG,-451
01/30/2026,short_positions,CLB,-2879
01/30/2026,short_positions,PEP,-3868
01/30/2026,short_positions,JACK,-11
01/30/2026,short_positions,VISN,-12771
01/30/2026,short_positions,RPM,-19
01/30/2026,short_positions,MSFT,-51
01/30/2026,short_positions,BLDR,-364
01/30/2026,short_positions,FHB,-3542
01/30/2026,short_positions,FDS,-1302
01/30/2026,short_positions,ADBE,-220
01/30/2026,short_positions,EYE,-43
01/30/2026,short_positions,FCF,-6474
01/30/2026,short_positions,LUMN,-24309
01/30/2026,short_positions,RGEN,-1728
01/30/2026,short_positions,BCPC,-2379
01/30/2026,short_positions,SHW,-1119
01/30/2026,short_positions,KNSL,-392
01/30/2026,short_positions,CAG,-8651
01/30/2026,short_positions,BY,-5305
01/30/2026,short_positions,VVV,-16
01/30/2026,short_positions,CECO,-3493
01/30/2026,short_positions,KNSA,-1538
01/30/2026,short_positions,FTDR,-7597
01/30/2026,short_positions,FANG,-1138
01/30/2026,short_positions,PJT,-2320
01/30/2026,short_positions,MBWM,-2144
01/30/2026,short_positions,JKHY,-3
01/30/2026,short_positions,TPG,-11243
01/30/2026,short_positions,XPRO,-26
01/30/2026,short_positions,AMSF,-67
01/30/2026,short_positions,KEYS,-1929
01/30/2026,short_positions,BRBR,-32
01/30/2026,short_positions,DKNG,-1001
01/30/2026,short_positions,TCMD,-3562
01/30/2026,short_positions,HD,-1562
01/30/2026,short_positions,MSA,-1420
01/30/2026,short_positions,KOP,-718
01/30/2026,short_positions,SOFI,-24
01/30/2026,short_positions,CRVL,-9
01/30/2026,short_positions,RS,-2048
01/30/2026,short_positions,VC,-2775
01/30/2026,short_positions,PTEN,-2445
01/30/2026,short_positions,MCD,-1
01/30/2026,short_positions,ITGR,-1925
01/30/2026,short_positions,HIG,-3443
01/30/2026,short_positions,SLAB,-1265
01/30/2026,short_positions,VYX,-179
01/30/2026,short_positions,INTA,-8046
01/30/2026,short_positions,NEO,-2666
01/30/2026,short_positions,SNDR,-3509
01/30/2026,short_positions,MC,-1158
01/30/2026,short_positions,AKBA,-23
01/30/2026,short_positions,CCNE,-3462
01/30/2026,short_positions,GPRO,-26
01/30/2026,short_positions,TWST,-1451
01/30/2026,short_positions,INDB,-1063
01/30/2026,short_positions,YORW,-16
01/30/2026,short_positions,BE,-680
01/30/2026,short_positions,RIVN,-360
01/30/2026,short_positions,SIGA,-45
01/30/2026,short_positions,ACLS,-157
01/30/2026,short_positions,PFG,-3654
01/30/2026,short_positions,IPGP,-3
01/30/2026,short_positions,CMP,-3366
01/30/2026,short_positions,NBHC,-847
01/30/2026,short_positions,LTC,-2318
01/30/2026,short_positions,MTW,-16739
01/30/2026,short_positions,BMI,-156
01/30/2026,short_positions,SSD,-10
01/30/2026,short_positions,PSN,-475
01/30/2026,short_positions,FA,-3788
01/30/2026,short_positions,AKR,-2119
01/30/2026,short_positions,COLM,-1113
01/30/2026,short_positions,INVX,-35
01/30/2026,short_positions,DBI,-18030
01/30/2026,short_positions,APLE,-2475
01/30/2026,short_positions,ECVT,-1816
01/30/2026,short_positions,REXR,-244
01/30/2026,short_positions,FUN,-3898
01/30/2026,short_positions,SNOW,-44
