Date,Port,ticker,shares
01/28/2026,long_positions,UPBD,7598
01/28/2026,long_positions,EQH,12334
01/28/2026,long_positions,UNP,1621
01/28/2026,long_positions,TALO,4393
01/28/2026,long_positions,BBWI,11836
01/28/2026,long_positions,REGN,553
01/28/2026,long_positions,TCBI,449
01/28/2026,long_positions,PARR,34
01/28/2026,long_positions,SCHW,2987
01/28/2026,long_positions,MSTR,775
01/28/2026,long_positions,RAMP,1097
01/28/2026,long_positions,ANGO,2334
01/28/2026,long_positions,RL,14
01/28/2026,long_positions,MOD,428
01/28/2026,long_positions,WK,1991
01/28/2026,long_positions,ATEX,2874
01/28/2026,long_positions,DCO,1245
01/28/2026,long_positions,VCYT,624
01/28/2026,long_positions,OMF,4648
01/28/2026,long_positions,ETSY,2262
01/28/2026,long_positions,EBS,4357
01/28/2026,long_positions,EL,2373
01/28/2026,long_positions,SENEA,23
01/28/2026,long_positions,GLNG,3072
01/28/2026,long_positions,RITM,3251
01/28/2026,long_positions,ACIW,2559
01/28/2026,long_positions,VITL,3661
01/28/2026,long_positions,SEI,735
01/28/2026,long_positions,TPH,2673
01/28/2026,long_positions,NE,3994
01/28/2026,long_positions,AGIO,1021
01/28/2026,long_positions,PINS,6033
01/28/2026,long_positions,BLMN,14979
01/28/2026,long_positions,NOVT,1430
01/28/2026,long_positions,EEFT,2013
01/28/2026,long_positions,LVS,1881
01/28/2026,long_positions,JAZZ,1653
01/28/2026,long_positions,WBS,3221
01/28/2026,long_positions,LGND,369
01/28/2026,long_positions,INSM,7
01/28/2026,long_positions,PRU,337
01/28/2026,long_positions,MO,7810
01/28/2026,long_positions,NX,5265
01/28/2026,long_positions,MUSA,887
01/28/2026,long_positions,PCRX,3682
01/28/2026,long_positions,GPC,1901
01/28/2026,long_positions,RSI,116
01/28/2026,long_positions,HUBS,1349
01/28/2026,long_positions,FIS,5997
01/28/2026,long_positions,FHN,14324
01/28/2026,long_positions,TBBK,920
01/28/2026,long_positions,TMHC,177
01/28/2026,long_positions,FG,3801
01/28/2026,long_positions,APEI,240
01/28/2026,long_positions,PCOR,5751
01/28/2026,long_positions,CCOI,5573
01/28/2026,long_positions,OSIS,415
01/28/2026,long_positions,EPRT,1836
01/28/2026,long_positions,LYV,724
01/28/2026,long_positions,GSIT,3572
01/28/2026,long_positions,MTUS,238
01/28/2026,long_positions,BKR,4650
01/28/2026,long_positions,AVPT,5338
01/28/2026,long_positions,SNAP,32095
01/28/2026,long_positions,QCOM,3332
01/28/2026,long_positions,LFST,5879
01/28/2026,long_positions,ALB,2689
01/28/2026,long_positions,PNFP,5522
01/28/2026,long_positions,GCMG,6850
01/28/2026,long_positions,CALY,13499
01/28/2026,long_positions,OMCL,4433
01/28/2026,long_positions,MOH,210
01/28/2026,long_positions,JXN,43
01/28/2026,long_positions,MAR,391
01/28/2026,long_positions,TROX,5212
01/28/2026,long_positions,PLXS,1367
01/28/2026,long_positions,SM,8114
01/28/2026,long_positions,HAE,95
01/28/2026,long_positions,WD,607
01/28/2026,long_positions,KRO,31099
01/28/2026,long_positions,PTCT,11
01/28/2026,long_positions,MWA,3501
01/28/2026,long_positions,SPB,104
01/28/2026,long_positions,CTO,854
01/28/2026,long_positions,BKNG,92
01/28/2026,long_positions,TNET,4629
01/28/2026,long_positions,EQR,5451
01/28/2026,long_positions,DXC,13870
01/28/2026,long_positions,SPNT,80
01/28/2026,long_positions,ZTS,945
01/28/2026,long_positions,IMAX,2949
01/28/2026,long_positions,SFNC,12669
01/28/2026,long_positions,ATRC,1256
01/28/2026,long_positions,AWK,1116
01/28/2026,long_positions,AROC,15857
01/28/2026,long_positions,PODD,420
01/28/2026,long_positions,HOV,503
01/28/2026,long_positions,HCSG,208
01/28/2026,long_positions,UTHR,277
01/28/2026,long_positions,HTZ,4566
01/28/2026,long_positions,XNCR,6069
01/28/2026,long_positions,ACLX,5033
01/28/2026,long_positions,AEIS,702
01/28/2026,long_positions,CENX,26
01/28/2026,long_positions,FAST,7086
01/28/2026,long_positions,MU,333
01/28/2026,long_positions,SBLK,17997
01/28/2026,long_positions,FSLR,764
01/28/2026,long_positions,HLX,1499
01/28/2026,long_positions,YUM,2793
01/28/2026,long_positions,POR,103
01/28/2026,long_positions,DAVE,3
01/28/2026,long_positions,LASR,34
01/28/2026,long_positions,ATKR,583
01/28/2026,long_positions,BWA,3692
01/28/2026,long_positions,KFY,504
01/28/2026,long_positions,FHI,3256
01/28/2026,long_positions,AXON,343
01/28/2026,long_positions,BFH,900
01/28/2026,long_positions,IART,1442
01/28/2026,long_positions,GIS,1325
01/28/2026,long_positions,AME,422
01/28/2026,long_positions,OGE,3898
01/28/2026,long_positions,ENSG,235
01/28/2026,long_positions,AXP,950
01/28/2026,long_positions,PTGX,11
01/28/2026,long_positions,GD,906
01/28/2026,long_positions,TNL,741
01/28/2026,long_positions,ROIV,10086
01/28/2026,long_positions,USNA,6126
01/28/2026,long_positions,ALV,2088
01/28/2026,long_positions,BLDR,605
01/28/2026,long_positions,PLD,491
01/28/2026,long_positions,CPT,2037
01/28/2026,long_positions,BCO,1475
01/28/2026,long_positions,SF,4255
01/28/2026,long_positions,ADBE,1294
01/28/2026,long_positions,ADM,75
01/28/2026,long_positions,LUMN,3378
01/28/2026,long_positions,FRT,3136
01/28/2026,long_positions,TXT,5172
01/28/2026,long_positions,SYBT,1570
01/28/2026,long_positions,CAG,1708
01/28/2026,long_positions,REZI,158
01/28/2026,long_positions,HOPE,8443
01/28/2026,long_positions,FLG,19503
01/28/2026,long_positions,KNSA,42
01/28/2026,long_positions,AGX,229
01/28/2026,long_positions,SNDX,6936
01/28/2026,long_positions,ECPG,905
01/28/2026,long_positions,JKHY,650
01/28/2026,long_positions,XPRO,78
01/28/2026,long_positions,UMH,11355
01/28/2026,long_positions,MKC,6181
01/28/2026,long_positions,CRM,2312
01/28/2026,long_positions,AMSF,4553
01/28/2026,long_positions,HOMB,5048
01/28/2026,long_positions,WMT,628
01/28/2026,long_positions,VLO,1125
01/28/2026,long_positions,KRG,3603
01/28/2026,long_positions,DKNG,4111
01/28/2026,long_positions,HHH,1067
01/28/2026,long_positions,COKE,1521
01/28/2026,long_positions,OFIX,741
01/28/2026,long_positions,CVI,2702
01/28/2026,long_positions,ARLO,3164
01/28/2026,long_positions,MCD,2212
01/28/2026,long_positions,MRVL,3812
01/28/2026,long_positions,WGO,635
01/28/2026,long_positions,ASB,1862
01/28/2026,long_positions,AKBA,39030
01/28/2026,long_positions,CACI,52
01/28/2026,long_positions,HY,7868
01/28/2026,long_positions,ATEC,9509
01/28/2026,long_positions,HPE,12147
01/28/2026,long_positions,RIVN,1759
01/28/2026,long_positions,SNX,999
01/28/2026,long_positions,CENTA,112
01/28/2026,long_positions,TRS,5636
01/28/2026,long_positions,TOST,1027
01/28/2026,long_positions,ALK,666
01/28/2026,long_positions,BAP,1435
01/28/2026,long_positions,RRR,6376
01/28/2026,long_positions,SBRA,5191
01/28/2026,long_positions,CPRI,2373
01/28/2026,long_positions,SPOT,876
01/28/2026,long_positions,PRVA,3419
01/28/2026,long_positions,WEN,34021
01/28/2026,long_positions,BKH,61
01/28/2026,long_positions,CLFD,3895
01/28/2026,long_positions,YOU,681
01/28/2026,long_positions,ANDE,348
01/28/2026,long_positions,DBI,1135
01/28/2026,long_positions,BFS,3917
01/28/2026,long_positions,WSC,4160
01/28/2026,long_positions,EW,9027
01/28/2026,long_positions,RIGL,69
01/28/2026,long_positions,WELL,1056
01/28/2026,long_positions,SHOO,199
01/28/2026,long_positions,NWPX,1283
01/28/2026,long_positions,LKQ,2048
01/28/2026,long_positions,BANC,1258
01/28/2026,long_positions,JOE,457
01/28/2026,long_positions,AER,3087
01/28/2026,long_positions,WVE,4994
01/28/2026,long_positions,WABC,7178
01/28/2026,long_positions,JCI,2710
01/28/2026,long_positions,AYI,194
01/28/2026,long_positions,HIFS,285
01/28/2026,long_positions,AXSM,981
01/28/2026,long_positions,TRV,993
01/28/2026,long_positions,EZPW,2853
01/28/2026,long_positions,CMC,2705
01/28/2026,long_positions,LNN,444
01/28/2026,long_positions,ENVX,7825
01/28/2026,long_positions,REX,1379
01/28/2026,long_positions,DAN,839
01/28/2026,long_positions,BLKB,5140
01/28/2026,long_positions,ALNT,1007
01/28/2026,long_positions,GEF,1900
01/28/2026,long_positions,ENPH,2941
01/28/2026,long_positions,AXS,115
01/28/2026,long_positions,SITE,390
01/28/2026,long_positions,LGIH,1058
01/28/2026,long_positions,GPI,549
01/28/2026,long_positions,HIW,1212
01/28/2026,long_positions,QTWO,474
01/28/2026,long_positions,NWSA,28022
01/28/2026,long_positions,CW,832
01/28/2026,long_positions,WSBC,2391
01/28/2026,long_positions,STAA,467
01/28/2026,long_positions,STC,2134
01/28/2026,long_positions,CHKP,2558
01/28/2026,long_positions,AAMI,111
01/28/2026,long_positions,FFIV,1031
01/28/2026,long_positions,MLKN,4857
01/28/2026,long_positions,HWC,5374
01/28/2026,long_positions,ENVA,483
01/28/2026,long_positions,TLRY,9438
01/28/2026,long_positions,MOS,11107
01/28/2026,long_positions,AVB,1946
01/28/2026,long_positions,NPK,358
01/28/2026,long_positions,KMI,6799
01/28/2026,long_positions,TSN,11209
01/28/2026,long_positions,WMK,341
01/28/2026,long_positions,DELL,4744
01/28/2026,long_positions,PLUS,555
01/28/2026,long_positions,RBC,233
01/28/2026,long_positions,SHEN,15675
01/28/2026,long_positions,TWI,1737
01/28/2026,long_positions,ALSN,2303
01/28/2026,long_positions,DX,199
01/28/2026,long_positions,SO,225
01/28/2026,long_positions,AMR,1095
01/28/2026,long_positions,NBN,1134
01/28/2026,long_positions,BMY,2410
01/28/2026,long_positions,NDSN,870
01/28/2026,long_positions,WYNN,3950
01/28/2026,long_positions,URBN,772
01/28/2026,long_positions,FIZZ,2577
01/28/2026,long_positions,TBPH,1224
01/28/2026,long_positions,AON,586
01/28/2026,long_positions,WCC,1636
01/28/2026,long_positions,FSK,554
01/28/2026,long_positions,CIEN,100
01/28/2026,long_positions,GS,174
01/28/2026,long_positions,EXC,3982
01/28/2026,long_positions,FISI,808
01/28/2026,long_positions,WWD,18
01/28/2026,long_positions,BV,4891
01/28/2026,long_positions,XHR,665
01/28/2026,long_positions,BH,45
01/28/2026,long_positions,INVH,6094
01/28/2026,long_positions,LDOS,1574
01/28/2026,long_positions,HII,359
01/28/2026,long_positions,BTU,256
01/28/2026,long_positions,TMP,59
01/28/2026,long_positions,VRSN,2667
01/28/2026,long_positions,FIX,84
01/28/2026,long_positions,KBH,1290
01/28/2026,long_positions,ABEO,4196
01/28/2026,long_positions,ORN,948
01/28/2026,long_positions,CABO,1496
01/28/2026,long_positions,FICO,280
01/28/2026,long_positions,TWLO,716
01/28/2026,long_positions,SD,7113
01/28/2026,long_positions,BJRI,481
01/28/2026,long_positions,BK,2567
01/28/2026,long_positions,CPS,1191
01/28/2026,long_positions,PFGC,2161
01/28/2026,long_positions,LYTS,2160
01/28/2026,long_positions,BKU,1955
01/28/2026,long_positions,LNC,134
01/28/2026,long_positions,AGM,82
01/28/2026,long_positions,TEL,1370
01/28/2026,long_positions,MIRM,2567
01/28/2026,long_positions,HBNC,8128
01/28/2026,long_positions,ARWR,2261
01/28/2026,long_positions,PLNT,86
01/28/2026,long_positions,ASH,442
01/28/2026,long_positions,MMS,216
01/28/2026,long_positions,CCEP,4095
01/28/2026,long_positions,TRU,1489
01/28/2026,long_positions,VSCO,28
01/28/2026,long_positions,GM,1886
