Date,Port,ticker,shares
01/27/2026,US_live_port,FISV,-1363
01/27/2026,US_live_port,UPBD,9577
01/27/2026,US_live_port,BOKF,3473
01/27/2026,US_live_port,EQH,14140
01/27/2026,US_live_port,TRGP,126
01/27/2026,US_live_port,NLY,946
01/27/2026,US_live_port,AGYS,-119
01/27/2026,US_live_port,UNP,-497
01/27/2026,US_live_port,COR,-457
01/27/2026,US_live_port,TALO,3223
01/27/2026,US_live_port,BBWI,10351
01/27/2026,US_live_port,MATW,-389
01/27/2026,US_live_port,NXST,-1440
01/27/2026,US_live_port,REGN,250
01/27/2026,US_live_port,TCBI,366
01/27/2026,US_live_port,PARR,54
01/27/2026,US_live_port,ERIE,-499
01/27/2026,US_live_port,NEXA,71
01/27/2026,US_live_port,CTMX,-9030
01/27/2026,US_live_port,SCHW,-122
01/27/2026,US_live_port,MSTR,-8
01/27/2026,US_live_port,AOS,-1035
01/27/2026,US_live_port,RAMP,1145
01/27/2026,US_live_port,SIG,-56
01/27/2026,US_live_port,ANGO,2366
01/27/2026,US_live_port,RL,34
01/27/2026,US_live_port,MOD,582
01/27/2026,US_live_port,WK,1553
01/27/2026,US_live_port,ATEX,-1204
01/27/2026,US_live_port,DCO,283
01/27/2026,US_live_port,VCYT,943
01/27/2026,US_live_port,OMF,2361
01/27/2026,US_live_port,ETSY,3362
01/27/2026,US_live_port,JJSF,-2838
01/27/2026,US_live_port,EBS,1004
01/27/2026,US_live_port,MP,-543
01/27/2026,US_live_port,PRMB,-5702
01/27/2026,US_live_port,CPB,-4619
01/27/2026,US_live_port,MXL,-3221
01/27/2026,US_live_port,EBC,-1158
01/27/2026,US_live_port,BH/A,-213
01/27/2026,US_live_port,PRAA,130
01/27/2026,US_live_port,EL,1522
01/27/2026,US_live_port,SENEA,34
01/27/2026,US_live_port,WPC,-8202
01/27/2026,US_live_port,GLNG,5941
01/27/2026,US_live_port,CFR,-736
01/27/2026,US_live_port,SCSC,-2814
01/27/2026,US_live_port,THR,-1064
01/27/2026,US_live_port,RITM,6381
01/27/2026,US_live_port,ACIW,1515
01/27/2026,US_live_port,VITL,3048
01/27/2026,US_live_port,META,-184
01/27/2026,US_live_port,RXO,9210
01/27/2026,US_live_port,ACHC,-163
01/27/2026,US_live_port,SEI,439
01/27/2026,US_live_port,TPH,5358
01/27/2026,US_live_port,NE,3304
01/27/2026,US_live_port,AGIO,3171
01/27/2026,US_live_port,SABR,-5080
01/27/2026,US_live_port,PINS,12587
01/27/2026,US_live_port,AVNS,-191
01/27/2026,US_live_port,BLMN,10099
01/27/2026,US_live_port,NOVT,-17
01/27/2026,US_live_port,EEFT,1442
01/27/2026,US_live_port,LZB,-108
01/27/2026,US_live_port,TPL,-435
01/27/2026,US_live_port,MCS,-16659
01/27/2026,US_live_port,LVS,4225
01/27/2026,US_live_port,JAZZ,659
01/27/2026,US_live_port,WBS,2504
01/27/2026,US_live_port,OVV,-2945
01/27/2026,US_live_port,HFWA,-804
01/27/2026,US_live_port,LGND,381
01/27/2026,US_live_port,INSM,7
01/27/2026,US_live_port,PRU,1035
01/27/2026,US_live_port,PLPC,-56
01/27/2026,US_live_port,MO,4508
01/27/2026,US_live_port,BLFS,-685
01/27/2026,US_live_port,NX,7284
01/27/2026,US_live_port,NFLX,-3850
01/27/2026,US_live_port,LMT,-398
01/27/2026,US_live_port,MUSA,435
01/27/2026,US_live_port,PCRX,4472
01/27/2026,US_live_port,WGS,8
01/27/2026,US_live_port,GPC,1983
01/27/2026,US_live_port,SMTC,-864
01/27/2026,US_live_port,FMBH,-7402
01/27/2026,US_live_port,KBR,86
01/27/2026,US_live_port,RSI,103
01/27/2026,US_live_port,GOGO,-42812
01/27/2026,US_live_port,DJT,-11112
01/27/2026,US_live_port,HUBS,603
01/27/2026,US_live_port,A,-847
01/27/2026,US_live_port,ACGL,-1328
01/27/2026,US_live_port,UNIT,-246
01/27/2026,US_live_port,FIS,3951
01/27/2026,US_live_port,VLY,-5972
01/27/2026,US_live_port,FHN,18716
01/27/2026,US_live_port,OMER,-5080
01/27/2026,US_live_port,EVEX,-37384
01/27/2026,US_live_port,TBBK,579
01/27/2026,US_live_port,TMHC,258
01/27/2026,US_live_port,FG,-3533
01/27/2026,US_live_port,APEI,-696
01/27/2026,US_live_port,NOV,-6655
01/27/2026,US_live_port,PCOR,3053
01/27/2026,US_live_port,CCOI,4664
01/27/2026,US_live_port,OSIS,477
01/27/2026,US_live_port,MCO,-963
01/27/2026,US_live_port,EPRT,3595
01/27/2026,US_live_port,CACC,-8
01/27/2026,US_live_port,LYV,610
01/27/2026,US_live_port,CLH,-2033
01/27/2026,US_live_port,GSIT,9689
01/27/2026,US_live_port,MTUS,2505
01/27/2026,US_live_port,BKR,4573
01/27/2026,US_live_port,UPS,-5243
01/27/2026,US_live_port,WDFC,-129
01/27/2026,US_live_port,AVPT,7694
01/27/2026,US_live_port,SNAP,40645
01/27/2026,US_live_port,QCOM,2802
01/27/2026,US_live_port,ROST,-711
01/27/2026,US_live_port,PNR,-3583
01/27/2026,US_live_port,LOB,-518
01/27/2026,US_live_port,LFST,4206
01/27/2026,US_live_port,WEC,-1945
01/27/2026,US_live_port,ALB,2049
01/27/2026,US_live_port,PNFP,5024
01/27/2026,US_live_port,GCMG,3205
01/27/2026,US_live_port,CALY,14519
01/27/2026,US_live_port,OMCL,2771
01/27/2026,US_live_port,MOH,222
01/27/2026,US_live_port,BGS,-2181
01/27/2026,US_live_port,JXN,64
01/27/2026,US_live_port,GTLB,-754
01/27/2026,US_live_port,MAR,94
01/27/2026,US_live_port,ILMN,-415
01/27/2026,US_live_port,EGY,-1343
01/27/2026,US_live_port,NNN,-3656
01/27/2026,US_live_port,TROX,9299
01/27/2026,US_live_port,PLXS,1840
01/27/2026,US_live_port,SM,2530
01/27/2026,US_live_port,SLGN,-139
01/27/2026,US_live_port,HAE,35
01/27/2026,US_live_port,TXRH,-1010
01/27/2026,US_live_port,WD,1326
01/27/2026,US_live_port,PR,-25647
01/27/2026,US_live_port,CYD,-1715
01/27/2026,US_live_port,KRO,27637
01/27/2026,US_live_port,TEX,-879
01/27/2026,US_live_port,PTCT,-4818
01/27/2026,US_live_port,MWA,2622
01/27/2026,US_live_port,RMD,-2498
01/27/2026,US_live_port,CC,-10334
01/27/2026,US_live_port,HIMS,-1713
01/27/2026,US_live_port,VSAT,16
01/27/2026,US_live_port,ACI,-299
01/27/2026,US_live_port,MNKD,-15108
01/27/2026,US_live_port,CNM,2510
01/27/2026,US_live_port,BHVN,-76
01/27/2026,US_live_port,AMBA,-3132
01/27/2026,US_live_port,BPOP,183
01/27/2026,US_live_port,RLJ,-4262
01/27/2026,US_live_port,SPB,-514
01/27/2026,US_live_port,CTO,435
01/27/2026,US_live_port,BKNG,52
01/27/2026,US_live_port,TNET,-70
01/27/2026,US_live_port,EQR,4991
01/27/2026,US_live_port,CRWD,-746
01/27/2026,US_live_port,SLNO,330
01/27/2026,US_live_port,DXC,18459
01/27/2026,US_live_port,CPF,979
01/27/2026,US_live_port,ADNT,-3451
01/27/2026,US_live_port,SPNT,112
01/27/2026,US_live_port,MEDP,-60
01/27/2026,US_live_port,IESC,-245
01/27/2026,US_live_port,MGRC,-677
01/27/2026,US_live_port,ZTS,1922
01/27/2026,US_live_port,IMAX,931
01/27/2026,US_live_port,SFNC,8716
01/27/2026,US_live_port,ATRC,805
01/27/2026,US_live_port,EQBK,-473
01/27/2026,US_live_port,NN,-13114
01/27/2026,US_live_port,AWK,1719
01/27/2026,US_live_port,AROC,17035
01/27/2026,US_live_port,PODD,734
01/27/2026,US_live_port,REPL,-4110
01/27/2026,US_live_port,ASIX,-13831
01/27/2026,US_live_port,HOV,589
01/27/2026,US_live_port,COIN,-1133
01/27/2026,US_live_port,HCSG,281
01/27/2026,US_live_port,COLB,12373
01/27/2026,US_live_port,UTHR,75
01/27/2026,US_live_port,HTZ,6048
01/27/2026,US_live_port,XNCR,2486
01/27/2026,US_live_port,ACLX,3584
01/27/2026,US_live_port,LAND,-460
01/27/2026,US_live_port,FELE,-3279
01/27/2026,US_live_port,BSY,-6108
01/27/2026,US_live_port,AX,-2591
01/27/2026,US_live_port,DCI,-2919
01/27/2026,US_live_port,AEIS,856
01/27/2026,US_live_port,GOLF,-1610
01/27/2026,US_live_port,ICLR,-1263
01/27/2026,US_live_port,MPWR,-604
01/27/2026,US_live_port,NVST,-17088
01/27/2026,US_live_port,BANF,-192
01/27/2026,US_live_port,CENX,-2625
01/27/2026,US_live_port,CPAY,-727
01/27/2026,US_live_port,RGTI,-60
